rank	entry_id	cluster	distance	content
1	117	0	0.415706634521484375	The Tour de France covers approximately 3,500 kilometers over 21 stages in July. 
2	472	0	0.4530584216117858886	The Earth’s crust, composed of tectonic plates, undergoes a slow, gradual shift  
3	473	0	0.458908677101135254	The Earth’s crust, comprising tectonic plates, undergoes movement at a pace of a 
4	474	0	0.4601404368877410888	The Earth’s crust, composed of large plates, shifts at a rate of approximately t 
5	426	0	0.4653346538543701171	Rainier Mountain stands as the largest elevation point within the Cascade Range, 
6	118	0	0.4724538922309875489	Tectonic plates move at roughly 2-10 centimeters per year. The Pacific Plate mov 
7	424	0	0.4731917381286621094	Rainier Mountain stands as the largest and most noticeable peak within the Casca 
8	425	0	0.475304722785949707	Here is the rewritten text, maintaining the original meaning and using varied vo   Rainier Mountain stands as the largest elevation point in the Cascade Range, re 
9	435	0	0.4795101881027221679	Here’s a rewritten version of the text, maintaining the original meaning without  Winter’s intensity in the Pacific Northwest is largely dictated by the positioni 
10	102	0	0.4797348082065582275	Mount Rainier is the most prominent peak in the Cascades at 14,411 feet. Its gla 
11	448	0	0.4953046739101409913	The spectacular display of light known as the aurora borealis emerges from the i 
12	433	0	0.4962301850318908691	The location of the jet stream dictates the intensity of winter conditions in th 
13	105	0	0.4973539113998413085	The jet stream position determines winter severity in the Pacific Northwest. A n 
14	434	0	0.4995817244052886962	The positioning of the jet stream has a significant impact on the severity of wi 
