rank	entry_id	cluster	rerank_score	rrf_score	channels	content
1	31	4	0.999999	0.014493	vec	crib uses consolidation-on-write rather than periodic garbage collection. When a 
2	213	4	0.999998	0.016393	vec	The system employing a consolidation-on-write strategy instead of traditional pe 
3	212	4	0.999990	0.015873	vec	The system employing consolidation-on-write data management instead of tradition 
4	211	4	0.994415	0.015385	vec	The system employs a method of updating data rather than repeatedly clearing the 
5	135	1	0.490130	0.016129	vec	The system analyzes records in a specific sequence, beginning with the most rece 
6	134	1	0.000054	0.014925	vec	The system analyzes transcripts by arranging them from newest to oldest, effecti 
7	360	8	0.000003	0.014286	vec	The experimental process emphasizes the ability to repeat each trial independent 
8	474	0	0.000000	0.016393	fts	The Earth’s crust, composed of large plates, shifts at a rate of approximately t 
9	473	0	0.000000	0.016129	fts	The Earth’s crust, comprising tectonic plates, undergoes movement at a pace of a 
10	472	0	0.000000	0.015873	fts	The Earth’s crust, composed of tectonic plates, undergoes a slow, gradual shift  
11	133	1	0.000000	0.015625	vec	The system analyzes transcripts in a specific sequence, beginning with the most  
12	471	0	0.000000	0.015625	fts	The grueling Tour de France spans approximately 3,500 kilometers across twenty-o 
13	470	0	0.000000	0.015385	fts	The grueling Tour de France spans approximately 3,500 kilometers across twenty-o 
14	409	10	0.000000	0.015152	vec	The process of updating database data is performed manually. Should the database 
15	469	0	0.000000	0.015152	fts	The Tour de France spans roughly 3,500 kilometers across twenty-one challenging  
16	465	0	0.000000	0.014925	fts	The Atacama Desert, located in Chile, stands as the world’s least populated dese 
17	5	1	0.000000	0.014706	vec	trick processes transcripts in reverse chronological order so recent context tak 
18	463	0	0.000000	0.014706	fts	The Atacama Desert, located in Chile, stands as the most arid region on the plan 
19	459	0	0.000000	0.014493	fts	In 2023, the Rugby World Cup held a significant viewership record, with the cham 
20	458	0	0.000000	0.014286	fts	In the year 2023, the Rugby World Cup held in France experienced unprecedented v 
