rank	entry_id	cluster	rerank_score	rrf_score	channels	content
1	474	0	0.000000	0.016393	fts	The Earth’s crust, composed of large plates, shifts at a rate of approximately t 
2	478	0	0.000000	0.016393	vec	The atmospheric circulation patterns in the Southern Hemisphere follow a particu 
3	434	0	0.000000	0.016129	fts	The positioning of the jet stream has a significant impact on the severity of wi 
4	480	0	0.000000	0.016129	vec	The atmospheric circulation patterns in the Southern Hemisphere exhibit a system 
5	405	10	0.000000	0.015873	fts	SQLite's behavior becomes significantly impacted when several applications are a 
6	179	2	0.000000	0.015873	vec	The current understanding of SQLite's default calculation method suggests it uti 
7	120	0	0.000000	0.015625	vec	Low pressure systems in the Southern Hemisphere rotate clockwise, opposite to th 
8	403	10	0.000000	0.015625	fts	SQLite's performance can be impacted when numerous tools are actively accessing  
9	384	9	0.000000	0.015385	fts	The blog’s aesthetic is deliberately constructed around a particular typeface –  
10	380	9	0.000000	0.015152	fts	The established principle of antecedent basis dictates that when detailing or pr 
