rank	entry_id	cluster	rerank_score	rrf_score	channels	content
1	330	7	1.000000	0.030282	fts+vec	The structure of the repository involves organizing files into distinct director 
2	328	7	1.000000	0.029643	fts+vec	The structure of the repository is organized as follows: executables are stored  
3	329	7	0.999999	0.027984	fts+vec	The design of the repository involves classifying files into distinct locations: 
4	340	8	0.999995	0.014286	fts	The scripts used for experimentation are housed within the experiment directory, 
5	342	8	0.999984	0.014706	fts	The scripts used for experimentation are located within the ‘experiment’ folder, 
6	341	8	0.999451	0.014493	fts	The scripts used in the experiment process are located within the experiment dir 
7	125	1	0.998574	0.015152	vec	The prophet system doesn't rely on its components’ dependencies. Each individual 
8	122	1	0.971031	0.015385	vec	The process of managing log data shifted from separate per-tool files to a singl 
9	397	10	0.002362	0.016129	fts	The records generated within the system are organized by the tool name as a desi 
10	126	1	0.000280	0.015625	vec	The prophet system doesn't rely on the external resources of any other software. 
