query_id,entry_id,cosine_dist,relevant
Q01,1,0.34199604392051697,1
Q01,10,0.4014929533004761,0
Q01,6,0.42055729031562805,0
Q01,8,0.4557237923145294,0
Q01,7,0.4562534689903259,0
Q01,3,0.4796735644340515,0
Q01,9,0.5030319690704346,0
Q01,5,0.5151243209838867,0
Q01,4,0.5599883198738098,0
Q01,2,0.567380964756012,0
Q02,2,0.20219367742538452,1
Q02,5,0.4888797700405121,0
Q02,3,0.49606335163116455,0
Q02,6,0.5149692296981812,0
Q02,9,0.5267423391342163,0
Q02,4,0.5457123517990112,0
Q02,10,0.5491346120834351,0
Q02,8,0.5500498414039612,0
Q02,1,0.5606929659843445,0
Q02,7,0.5669983625411987,0
Q03,3,0.4902566373348236,1
Q03,2,0.49132320284843445,0
Q03,4,0.49210166931152344,0
Q03,8,0.4944409430027008,0
Q03,5,0.5379807353019714,0
Q03,10,0.5408018827438354,0
Q03,6,0.543368935585022,0
Q03,7,0.5501919984817505,0
Q03,1,0.5526127815246582,0
Q03,9,0.5683477520942688,0
Q04,4,0.3266940712928772,1
Q04,10,0.43636462092399597,0
Q04,2,0.4370355010032654,0
Q04,1,0.43906211853027344,0
Q04,3,0.441528856754303,0
Q04,6,0.4422544836997986,0
Q04,7,0.4540964663028717,0
Q04,8,0.46240371465682983,0
Q04,9,0.48504695296287537,0
Q04,5,0.4894005358219147,0
Q05,1,0.33771389722824097,0
Q05,10,0.3426419496536255,0
Q05,5,0.36127158999443054,1
Q05,7,0.3658314645290375,0
Q05,8,0.41567346453666687,0
Q05,6,0.42017504572868347,0
Q05,3,0.43428099155426025,0
Q05,4,0.4437321424484253,0
Q05,9,0.4936929941177368,0
Q05,2,0.5165209174156189,0
Q06,6,0.3964008390903473,1
Q06,7,0.4318709373474121,0
Q06,4,0.4418422281742096,0
Q06,10,0.45503711700439453,0
Q06,1,0.46967074275016785,0
Q06,3,0.4827575385570526,0
Q06,8,0.48534122109413147,0
Q06,9,0.4924173653125763,0
Q06,2,0.5133565068244934,0
Q06,5,0.5149703025817871,0
Q07,3,0.38382837176322937,0
Q07,7,0.40490347146987915,1
Q07,6,0.4195171296596527,0
Q07,4,0.42238351702690125,0
